tweet_id,retweet_count,favorite_count,jpg_url,img_num,prediction_level,prediction,confidence,breed
888554962724278272,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,1,True,0.700377,Siberian_husky
888078434458587136,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,1,True,0.995026,French_bulldog
887705289381826560,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,1,True,0.821664,basset
887473957103951883,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,1,True,0.809197,Pembroke
887343217045368832,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,1,True,0.330741,Mexican_hairless
887101392804085760,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,1,True,0.733942,Samoyed
886983233522544640,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,1,True,0.793469,Chihuahua
886736880519319552,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,1,True,0.309706,kuvasz
886366144734445568,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,1,True,0.999201,French_bulldog
886258384151887873,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,1,True,0.943575,pug
885984800019947520,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,1,True,0.972494,Blenheim_spaniel
885528943205470208,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,1,True,0.369275,pug
885311592912609280,19297,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,1,True,0.908703,Labrador_retriever
885167619883638784,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,1,True,0.8124819999999999,malamute
884925521741709313,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,1,True,0.259916,Italian_greyhound
884876753390489601,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,1,True,0.822103,chow
884562892145688576,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,1,True,0.5464060000000001,pug
884441805382717440,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,1,True,0.993225,Pembroke
884162670584377345,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,1,True,0.707046,German_shepherd
883838122936631299,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,1,True,0.610946,Doberman
883482846933004288,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,1,True,0.943082,golden_retriever
883360690899218434,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,1,True,0.987997,chow
883117836046086144,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,1,True,0.949562,golden_retriever
882992080364220416,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,1,True,0.466778,Eskimo_dog
882762694511734784,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,1,True,0.85005,Labrador_retriever
882627270321602560,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,1,True,0.542982,Pembroke
882268110199369728,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,1,True,0.762211,golden_retriever
881906580714921986,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,1,True,0.291539,Weimaraner
881666595344535552,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,1,True,0.529012,Saluki
881536004380872706,16570,50199,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,1,True,0.281463,Samoyed
880872448815771648,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,1,True,0.791416,Pembroke
880465832366813184,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,1,True,0.913255,golden_retriever
880221127280381952,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,1,True,0.238525,Chihuahua
880095782870896641,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,1,True,0.120298,miniature_pinscher
879862464715927552,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,1,True,0.813507,basset
879492040517615616,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,1,True,0.479896,German_short-haired_pointer
879415818425184262,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,1,True,0.383404,English_springer
879008229531029506,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,1,True,0.960513,vizsla
878776093423087618,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,1,True,0.734684,Italian_greyhound
878281511006478336,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,1,True,0.32042,basset
878057613040115712,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,1,True,0.839097,French_bulldog
877736472329191424,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,1,True,0.8379559999999999,Chesapeake_Bay_retriever
877611172832227328,83,0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1,1,True,0.364729,Irish_setter
877556246731214848,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,1,True,0.995368,basset
877316821321428993,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,1,True,0.5099670000000001,Saluki
877201837425926144,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,1,True,0.93112,Pembroke
876838120628539392,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,1,True,0.575751,bloodhound
876484053909872640,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,1,True,0.874566,golden_retriever
876120275196170240,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,1,True,0.534327,Bernese_mountain_dog
875747767867523072,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,1,True,0.799551,Labrador_retriever
875144289856114688,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,1,True,0.245048,Siberian_husky
875021211251597312,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,1,True,0.7143189999999999,West_Highland_white_terrier
874680097055178752,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,1,True,0.836052,Labrador_retriever
874296783580663808,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,1,True,0.437216,cocker_spaniel
874057562936811520,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,1,True,0.8321770000000001,flat-coated_retriever
874012996292530176,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,1,True,0.806674,Cardigan
873580283840344065,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,1,True,0.678537,Newfoundland
873213775632977920,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,1,True,0.6197819999999999,vizsla
872967104147763200,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,1,True,0.476913,Labrador_retriever
872820683541237760,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,1,True,0.99912,pug
872620804844003328,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,1,True,0.513191,cocker_spaniel
872486979161796608,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,1,True,0.931861,Pembroke
872261713294495745,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,1,True,0.972019,Labrador_retriever
871879754684805121,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,1,True,0.969171,Shetland_sheepdog
871762521631449091,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,1,True,0.921393,Labrador_retriever
871515927908634625,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,1,True,0.974781,komondor
871032628920680449,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,1,True,0.3980530000000001,kelpie
870656317836468226,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,1,True,0.945495,Pembroke
870374049280663552,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,1,True,0.841001,golden_retriever
870308999962521604,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,1,True,0.6227520000000001,Greater_Swiss_Mountain_dog
869772420881756160,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,1,True,0.980148,Pembroke
869702957897576449,6728,29116,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,1,True,0.993449,Pembroke
869596645499047938,3327,16476,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,1,True,0.955156,Chihuahua
869227993411051520,4023,21112,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,1,True,0.664181,Pembroke
868622495443632128,6275,28295,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,1,True,0.868107,Labrador_retriever
868552278524837888,2240,10539,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,1,True,0.378151,whippet
867900495410671616,4439,24964,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,1,True,0.522644,Labrador_retriever
867774946302451713,7788,35179,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,1,True,0.661953,Border_collie
867421006826221569,2697,16755,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,1,True,0.6164569999999999,Eskimo_dog
867072653475098625,135,0,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,1,1,True,0.352946,Blenheim_spaniel
867051520902168576,8425,33420,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,1,True,0.471403,Samoyed
866686824827068416,3727,20070,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,1,True,0.51473,flat-coated_retriever
866450705531457537,32883,106827,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,1,True,0.905334,French_bulldog
866334964761202691,15546,54720,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,1,True,0.984086,Samoyed
865718153858494464,6008,26640,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,1,True,0.673664,golden_retriever
865359393868664832,5384,27530,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,1,True,0.832435,Chesapeake_Bay_retriever
865006731092295680,8209,29063,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,1,True,0.989882,Pembroke
864279568663928832,3266,15195,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,1,True,0.668613,bull_mastiff
864197398364647424,9616,31459,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,1,True,0.945905,golden_retriever
863553081350529029,4489,15935,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,1,True,0.41333,Eskimo_dog
863432100342583297,5664,24829,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,1,True,0.690517,Staffordshire_bullterrier
863079547188785154,1195,9094,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,1,1,True,0.275242,Lakeland_terrier
863062471531167744,2687,8945,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,1,True,0.935804,French_bulldog
862831371563274240,5457,20011,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,1,True,0.207281,Australian_terrier
862722525377298433,3809,17779,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,1,True,0.39333,basset
862096992088072192,21840,66437,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,1,True,0.677589,chow
861383897657036800,11528,37744,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,1,True,0.771008,Cardigan
861005113778896900,4119,17538,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1,1,True,0.507951,German_shepherd
860563773140209665,2334,7878,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,1,True,0.583936,Cardigan
860524505164394496,5698,24678,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,1,True,0.286558,Bedlington_terrier
859924526012018688,4349,20021,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,1,True,0.254587,French_bulldog
859851578198683649,3780,16105,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,1,True,0.899086,Labrador_retriever
859607811541651456,1704,19476,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,1,True,0.8955290000000001,golden_retriever
858843525470990336,3771,16304,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,1,True,0.57812,golden_retriever
858471635011153920,5271,22640,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,1,True,0.987407,Pembroke
858107933456039936,3154,16524,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,1,True,0.863874,golden_retriever
857989990357356544,2812,16952,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,1,True,0.43258,French_bulldog
857746408056729600,11524,36021,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,1,True,0.919832,Labrador_retriever
857393404942143489,1785,6236,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,1,True,0.8415969999999999,malamute
857263160327368704,4934,21041,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,1,True,0.998021,Samoyed
857029823797047296,4364,19910,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,1,True,0.968623,golden_retriever
856543823941562368,3131,17135,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,1,True,0.30691,Boston_bull
856526610513747968,2068,12446,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1,1,True,0.798481,Old_English_sheepdog
856282028240666624,6841,29086,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,1,True,0.8765430000000001,Chihuahua
855851453814013952,19196,47844,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,1,True,0.321676,flat-coated_retriever
855459453768019968,8987,31657,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,1,True,0.389513,Blenheim_spaniel
854732716440526848,6690,24188,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,1,True,0.6955479999999999,Pembroke
854482394044301312,7608,31131,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,1,True,0.26024200000000003,Chihuahua
854365224396361728,5159,20046,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,1,True,0.90708,Pembroke
854120357044912130,8285,33911,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4,1,True,0.8548610000000001,black-and-tan_coonhound
854010172552949760,3433,17169,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,1,True,0.354733,English_springer
853760880890318849,6403,30414,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,1,True,0.29251900000000003,miniature_pinscher
853639147608842240,11265,37198,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,1,True,0.509879,German_shepherd
852912242202992640,2037,9658,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,1,True,0.7837649999999999,Great_Dane
852672615818899456,2388,15939,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,1,True,0.7112350000000001,golden_retriever
852553447878664193,3885,17492,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,1,True,0.186498,bloodhound
851953902622658560,10706,0,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1,1,True,0.757547,Staffordshire_bullterrier
851591660324737024,3819,17300,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,1,True,0.394507,Cardigan
850753642995093505,10352,33348,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1,1,True,0.996952,pug
850380195714523136,2915,13994,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,1,True,0.249012,Yorkshire_terrier
850019790995546112,5459,21944,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,1,True,0.759907,Shetland_sheepdog
849776966551130114,8404,32390,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,2,1,True,0.292092,Chihuahua
849412302885593088,3487,17039,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,4,1,True,0.907559,schipperke
848690551926992896,4826,27104,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1,1,True,0.8236479999999999,flat-coated_retriever
848324959059550208,4037,20229,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,1,1,True,0.5445760000000001,malamute
848212111729840128,3444,17618,https://pbs.twimg.com/media/C8V0aI5V0AAgO9m.jpg,1,1,True,0.333486,Bedlington_terrier
847842811428974592,1522,5935,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,1,1,True,0.951337,Bernese_mountain_dog
847606175596138505,3774,20208,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg,1,1,True,0.413688,Cardigan
847251039262605312,4800,22036,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1,1,True,0.49538,Airedale
847157206088847362,6572,21588,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,2,1,True,0.21960900000000005,Staffordshire_bullterrier
846874817362120707,4404,21685,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,2,1,True,0.450539,Shetland_sheepdog
846514051647705089,13076,48410,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2,1,True,0.650003,golden_retriever
846153765933735936,10226,34394,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1,1,True,0.346468,giant_schnauzer
846042936437604353,3224,17256,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,1,1,True,0.96111,golden_retriever
845812042753855489,9894,31737,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,1,1,True,0.979803,Samoyed
845677943972139009,5365,27154,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,1,1,True,0.8086810000000001,chow
845397057150107648,2072,8241,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,1,True,0.394404,Dandie_Dinmont
845306882940190720,6039,25225,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1,1,True,0.567475,Irish_water_spaniel
844973813909606400,3617,16361,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1,1,True,0.742421,Labrador_retriever
844704788403113984,11633,42022,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,1,1,True,0.980213,Labrador_retriever
844223788422217728,2450,14753,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1,1,True,0.71951,Labrador_retriever
843856843873095681,5220,23211,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,1,1,True,0.92254,Labrador_retriever
843604394117681152,3081,18310,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,1,1,True,0.430583,Labrador_retriever
843235543001513987,6852,23315,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,1,1,True,0.958452,Pembroke
842892208864923648,56625,0,https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,1,1,True,0.50537,Chihuahua
842846295480000512,4023,16440,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1,1,True,0.461076,Labrador_retriever
842535590457499648,3937,19637,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1,1,True,0.685084,Pembroke
842163532590374912,6568,26569,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,2,1,True,0.891227,French_bulldog
842115215311396866,3386,15204,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,1,1,True,0.293493,chow
841680585030541313,8748,27854,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,1,1,True,0.547401,Chihuahua
841314665196081154,5312,17305,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1,1,True,0.903712,Afghan_hound
841077006473256960,5991,24926,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1,1,True,0.962985,Brittany_spaniel
840632337062862849,1972,9761,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1,1,True,0.711148,golden_retriever
840268004936019968,6497,20950,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3,1,True,0.8639870000000001,Chesapeake_Bay_retriever
839990271299457024,2597,14640,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2,1,True,0.604938,Staffordshire_bullterrier
839239871831150596,7422,29684,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3,1,True,0.927021,Leonberg
838921590096166913,2357,12183,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1,1,True,0.664538,Border_terrier
838561493054533637,1504,11892,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,1,1,True,0.216562,kelpie
838476387338051585,5484,24664,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,3,1,True,0.997692,Great_Pyrenees
838083903487373313,3582,19183,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,2,1,True,0.800975,chow
837820167694528512,8952,37277,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1,1,True,0.887625,golden_retriever
837471256429613056,2631,13967,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,1,1,True,0.976255,Norwegian_elkhound
837366284874571778,6005,23074,https://pbs.twimg.com/media/C57sMJwXMAASBSx.jpg,1,1,True,0.660085,American_Staffordshire_terrier
837110210464448512,2731,17480,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1,1,True,0.767696,Siberian_husky
836260088725786625,4850,23177,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg,1,1,True,0.564688,borzoi
836001077879255040,4935,20924,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg,4,1,True,0.963558,Samoyed
835574547218894849,4121,19447,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg,1,1,True,0.6106550000000001,Staffordshire_bullterrier
835297930240217089,3381,17847,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,1,1,True,0.341276,Rottweiler
835172783151792128,6516,28552,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,2,1,True,0.663138,Border_collie
834786237630337024,6159,22943,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,1,1,True,0.156276,Border_terrier
834458053273591808,1899,10512,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1,1,True,0.468619,Rhodesian_ridgeback
834209720923721728,5476,22594,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1,1,True,0.754799,golden_retriever
833863086058651648,2729,14661,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1,1,True,0.494969,kuvasz
833826103416520705,3904,16728,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,1,1,True,0.438054,Chihuahua
833722901757046785,3636,22585,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,1,1,True,0.918144,West_Highland_white_terrier
833479644947025920,2357,16258,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3,1,True,0.727039,golden_retriever
833124694597443584,5513,22133,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,3,1,True,0.7105229999999999,Cardigan
832998151111966721,2522,14549,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,1,True,0.539036,boxer
832757312314028032,4127,18423,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,2,1,True,0.160888,Cardigan
832636094638288896,3220,17379,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,1,1,True,0.5250319999999999,Eskimo_dog
832397543355072512,2548,13126,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,1,1,True,0.988916,Pekinese
832369877331693569,3652,18792,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,1,1,True,0.50469,kelpie
832273440279240704,2673,12385,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1,1,True,0.134081,Pembroke
